Team,ShortName,W,L,GS,G,SV,HLD,BS,IP,TBF,H,R,ER,HR,SO,BB,IBB,HBP,ERA,WHIP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,GB%,AVG,BABIP,LOB%,FIP,FPTS,FPTS_IP,SPTS,SPTS_IP,WAR,RA9-WAR,QS,ADP,teamid,League,Name,xMLBAMID,playerids,playerid,fg_auction_dollars
SDP,Padres,0,1,2,2,0,0,NA,9,37,9,5,5,1,7,3,NA,0,4.82892,1.34363,7.10738,2.81522,2.52463,1.41927,0.182552,0.0723083,0.11024350672960281,NA,0.259984,0.289351,0.68183,4.68867,35.90000000000001,3.9888888888888903,37,4.111111111111111,0.0470991,0.0477286,1,999,29,NL,Matt Waldron,663362,25550,25550,NA
PIT,Pirates,2,3,0,52,0,7,NA,52,226,49,25,23,5,49,23,NA,3,3.91948,1.37424,8.54448,3.96455,2.15522,0.838494,0.217981,0.101141,0.11684035509824753,NA,0.242195,0.298841,0.723611,3.94762,243.9,4.690384615384615,243,4.673076923076923,0.0470362,0.0466057,0,999,27,NL,Evan Sisk,681895,24995,24995,-5.8757903855687665
TEX,Rangers,2,2,0,44,0,1,NA,44,182,41,21,19,5,38,13,NA,1,3.98643,1.23947,7.79873,2.73224,2.85433,1.08049,0.209566,0.0734204,0.13614583015441895,NA,0.246236,0.2899,0.714651,3.96506,195.50000000000003,4.443181818181819,193,4.386363636363637,0.0468411,0.00685422,0,999,13,AL,Ryan Brasier,518489,5615,5615,NA
BAL,Orioles,1,1,0,38,0,1,NA,38,160,35,19,18,6,39,14,NA,1,4.19903,1.28075,9.2093,3.21411,2.86527,1.33691,0.24338,0.0849414,0.15843894332647324,NA,0.241163,0.291593,0.727912,4.14311,153.39999999999998,4.036842105263157,149,3.9210526315789473,0.0467022,-0.0234321,0,999,2,AL,Yaramil Hiraldo,682274,25215,25215,NA
MIA,Marlins,3,3,0,47,0,1,NA,47,201,42,22,21,6,47,19,NA,2,3.96093,1.30154,9.08513,3.6536,2.48662,1.06913,0.236363,0.0950538,0.14130892604589462,NA,0.234544,0.288754,0.728335,4.01775,199.8,4.251063829787234,192,4.085106382978723,0.0461148,0.0547084,0,999,20,NL,Josh White,687985,sa3019953,sa3019953,-3.656902144415728
KCR,Royals,1,1,2,10,0,1,NA,16,73,17,9,9,2,12,7,NA,1,4.79591,1.46905,6.85615,3.93921,1.74049,1.13991,0.171377,0.0984649,0.07291215658187866,NA,0.260313,0.294352,0.693615,4.70748,53.60000000000001,3.3500000000000005,58,3.625,0.0447098,-0.0193282,1,999,7,AL,Ben Kudrna,695667,sa3018253,sa3018253,NA
CLE,Guardians,0,1,2,2,0,0,NA,9,39,9,5,4,1,7,4,NA,1,4.60278,1.45645,7.27403,3.95643,1.83853,1.22052,0.182136,0.0990658,0.08307000994682312,NA,0.258586,0.294876,0.714611,4.79716,29.900000000000013,3.3222222222222237,31,3.4444444444444446,0.0445652,0.0461956,1,999,5,AL,Ryan Webb,669067,sa3018280,sa3018280,NA
PIT,Pirates,1,1,2,10,0,1,NA,16,71,17,9,8,2,13,5,NA,1,4.58928,1.34405,7.02064,2.78195,2.52364,1.32784,0.180608,0.0715666,0.10904180258512497,NA,0.261104,0.292283,0.70161,4.55917,61.60000000000001,3.8500000000000005,66,4.125,0.0443579,0.0164153,1,999,27,NL,Thomas Harrington,802419,31989,31989,NA
COL,Rockies,3,3,0,52,0,6,NA,52,228,51,28,26,7,51,20,NA,5,4.51555,1.36938,8.86985,3.42822,2.5873,1.12691,0.224589,0.0868044,0.13778475672006607,NA,0.253151,0.308979,0.693369,4.24247,217.10000000000005,4.175000000000001,220,4.230769230769231,0.0440281,0.0451363,0,999,19,NL,Jaden Hill,677955,30250,30250,-6.03677701467016
BOS,Red Sox,3,3,0,58,0,12,NA,58,253,54,30,28,7,56,27,NA,3,4.35794,1.39825,8.74453,4.23426,2.06518,1.105,0.222965,0.107964,0.1150013729929924,NA,0.242345,0.294446,0.715947,4.37606,272.70000000000005,4.701724137931035,269,4.637931034482759,0.0436175,0.0808238,0,999,3,AL,Zack Kelly,677161,20349,20349,NA
PIT,Pirates,3,3,0,56,0,10,NA,56,246,51,28,26,6,57,24,NA,9,4.18096,1.335,9.10652,3.7786,2.41003,0.939438,0.230367,0.0955868,0.1347799375653267,NA,0.239543,0.299818,0.701766,4.18393,263.0000000000001,4.696428571428574,257,4.589285714285714,0.0428068,0.13211,0,999,27,NL,Yohan Ramírez,670990,19444,19444,-4.528590247189599
LAA,Angels,1,1,0,18,0,1,NA,18,77,18,9,8,2,17,6,NA,0,4.05379,1.30301,8.46616,2.91254,2.9068,1.13457,0.219179,0.0754022,0.14377693086862564,NA,0.247899,0.295881,0.72206,3.91585,81.80000000000003,4.544444444444446,84,4.666666666666667,0.0426919,-0.00213231,0,999,1,AL,Ryan Johnson,696270,35325,35325,NA
STL,Cardinals,0,1,2,2,0,0,NA,9,38,10,5,4,1,6,3,NA,0,4.59688,1.40026,5.95257,2.86494,2.07773,1.29302,0.151342,0.0728402,0.07850220054388046,NA,0.269762,0.292692,0.70717,4.75857,31.30000000000001,3.477777777777779,35,3.888888888888889,0.0417343,0.0538385,1,999,28,NL,Pete Hansen,677337,sa3020798,sa3020798,NA
STL,Cardinals,3,3,0,58,0,12,NA,58,249,59,29,27,7,46,18,NA,2,4.21908,1.31579,7.15331,2.73217,2.61818,1.06239,0.18529,0.0707707,0.11451937258243561,NA,0.256094,0.294169,0.701669,4.09126,269.70000000000005,4.65,279,4.810344827586207,0.0411319,0.0605019,0,999,28,NL,Gordon Graceffo,700669,29519,29519,-5.158941437586186
ARI,Diamondbacks,3,3,0,58,8,10,NA,58,245,54,32,29,9,57,20,NA,3,4.52796,1.26172,8.8696,3.04395,2.91384,1.41969,0.233712,0.0802077,0.15350469201803207,NA,0.241337,0.285373,0.688597,4.38519,303.1,5.225862068965518,298,5.137931034482759,0.0403222,-0.125937,0,597.8599853515625,15,NL,Paul Sewald,623149,13892,13892,-2.342407404902073
CHC,Cubs,1,1,0,20,0,1,NA,20,86,16,9,8,2,23,11,NA,2,3.65173,1.33397,10.3828,4.99616,2.07815,0.770737,0.267391,0.128668,0.13872334361076355,NA,0.212126,0.284996,0.734299,3.86963,92.80000000000001,4.640000000000001,85,4.25,0.0399547,0.0267005,0,999,17,NL,Luke Little,681432,28036,28036,NA
SDP,Padres,3,3,0,48,0,4,NA,48,209,44,24,22,6,44,22,NA,3,4.14676,1.37361,8.20932,4.11091,1.99696,1.03241,0.20974,0.10503,0.10470995306968689,NA,0.239896,0.286989,0.721689,4.3834,196.00000000000003,4.083333333333334,191,3.9791666666666665,0.0393272,-0.00394747,0,999,29,NL,Bradgley Rodriguez,699134,29107,29107,-5.2573130716919225
TBR,Rays,1,1,0,16,0,1,NA,16,68,15,7,7,2,15,6,NA,1,3.83037,1.27304,8.28365,3.13265,2.6443,0.867546,0.217405,0.0822167,0.1351885423064232,NA,0.242479,0.296148,0.707063,3.80435,67.80000000000001,4.237500000000001,67,4.1875,0.0392576,0.0262806,0,999,12,AL,Manuel Rodríguez,655889,20794,20794,NA
NA,NA,2,2,0,30,0,0,NA,30,131,30,16,15,3,25,11,NA,3,4.36565,1.36068,7.61827,3.29856,2.30958,0.960155,0.19416,0.0840673,0.11009258031845093,NA,0.254669,0.30078,0.686787,4.19676,115.1,3.8366666666666664,119,3.966666666666667,0.0390202,-0.0334723,0,999,-1,NA,Jorge López,605347,14527,14527,NA
ATL,Braves,3,2,0,46,0,4,NA,46,194,47,22,20,6,39,12,NA,1,4.00163,1.267,7.64738,2.26921,3.37007,1.21206,0.201205,0.0597037,0.1415017955005169,NA,0.257456,0.297612,0.729608,4.03008,199.40000000000003,4.334782608695653,207,4.5,0.0390057,0.0947003,0,999,16,NL,Dylan Dodd,689266,29928,29928,-3.6288602065361104
LAA,Angels,1,2,2,18,0,1,NA,25,109,27,14,13,3,16,9,NA,2,4.86534,1.44415,5.80265,3.22164,1.80115,1.16349,0.145942,0.0810273,0.06491459161043167,NA,0.272631,0.298096,0.678989,4.82732,80.89999999999999,3.2359999999999998,89,3.56,0.0387659,0.0289584,1,999,1,AL,Jack Kochanowicz,686799,27688,27688,NA
MIA,Marlins,3,2,0,52,0,7,NA,52,226,57,25,23,5,33,15,NA,1,3.91011,1.38583,5.76987,2.5976,2.22123,0.831528,0.147487,0.0663988,0.08108801394701004,NA,0.272015,0.304477,0.724275,3.99358,221.10000000000002,4.251923076923077,241,4.634615384615385,0.0375903,0.0406223,0,999,20,NL,John King,667463,22051,22051,-5.912227543953983
WSN,Nationals,2,2,0,52,0,7,NA,52,224,50,26,24,6,47,18,NA,4,4.1118,1.30726,8.06841,3.10526,2.5983,0.988461,0.207864,0.08,0.12786401063203812,NA,0.247597,0.295977,0.701749,4.0497,237,4.5576923076923075,238,4.576923076923077,0.0364927,0.00590807,0,999,24,NL,Richard Lovelady,663992,19337,19337,-5.3296440983514115
COL,Rockies,3,5,0,55,0,9,NA,55,243,57,31,29,7,47,21,NA,4,4.78877,1.42937,7.72949,3.45641,2.23628,1.2245,0.194313,0.0868911,0.10742151737213135,NA,0.263552,0.306006,0.694555,4.54681,227.7,4.14,239,4.345454545454546,0.0362031,0.113629,0,999,19,NL,RJ Petit,696275,sa3017848,sa3017848,-8.158873585908916
PHI,Phillies,0,1,2,2,0,0,NA,9,39,9,5,5,1,6,4,NA,1,5.0269,1.46196,6.5849,3.66572,1.79634,1.37756,0.165056,0.0918842,0.07317153364419937,NA,0.265788,0.29241,0.689197,5.05582,27.900000000000013,3.1000000000000014,29,3.2222222222222223,0.035936,0.0756626,1,999,26,NL,Jean Cabrera,691893,sa3015433,sa3015433,NA
MIN,Twins,1,1,0,28,0,1,NA,28,122,26,14,13,3,27,12,NA,1,4.27718,1.37594,8.62673,4.00987,2.15137,1.00074,0.21975,0.102144,0.11760608851909637,NA,0.239979,0.291814,0.707944,4.11827,121.70000000000005,4.346428571428573,120,4.285714285714286,0.0349058,-0.00721729,0,999,8,AL,Zak Kent,687849,25703,25703,NA
STL,Cardinals,3,3,0,44,0,1,NA,44,189,40,21,20,5,45,19,NA,1,4.00972,1.34154,9.29224,3.9531,2.35062,1.0439,0.239877,0.102048,0.13782840967178345,NA,0.235062,0.292297,0.73037,3.97479,194.10000000000002,4.411363636363637,189,4.295454545454546,0.0341598,0.0149225,0,999,28,NL,Ryan Fernandez,681676,24862,24862,-4.415055195596693
PHI,Phillies,2,1,0,31,0,1,NA,31,134,31,15,14,3,26,11,NA,1,4.04922,1.35707,7.53125,3.09119,2.43636,0.990574,0.193527,0.079433,0.11409428715705872,NA,0.25669,0.300991,0.72584,4.01795,131.89999999999998,4.2548387096774185,136,4.387096774193548,0.0340082,0.0259019,0,999,26,NL,Tim Mayza,641835,15042,15042,NA
NYM,Mets,1,1,0,27,0,1,NA,27,113,26,13,12,4,24,6,NA,1,4.11222,1.20446,8.07127,2.07604,3.88782,1.32017,0.214653,0.0552117,0.15944139286875725,NA,0.248985,0.288436,0.71443,4.04915,114.00000000000003,4.222222222222223,114,4.222222222222222,0.0335132,6.74921e-4,0,999,25,NL,Justin Hagenman,663795,21546,21546,NA
NYM,Mets,3,2,0,52,0,7,NA,52,225,47,25,24,5,49,24,NA,3,4.08261,1.36593,8.55751,4.09209,2.09123,0.942457,0.219496,0.10496,0.11453583091497421,NA,0.238521,0.291707,0.719582,4.12918,246.10000000000002,4.732692307692308,240,4.615384615384615,0.0334246,0.00196287,0,999,25,NL,Huascar Brazobán,623211,6107,6107,-5.134275517110038
MIN,Twins,3,3,0,60,1,12,NA,60,261,57,31,29,8,58,27,NA,3,4.34212,1.38895,8.70037,3.98443,2.18359,1.16636,0.22215,0.101736,0.12041383981704712,NA,0.245114,0.295447,0.721413,4.36012,276.40000000000003,4.606666666666667,275,4.583333333333333,0.0332993,-0.00185539,0,999,8,AL,Anthony Banda,607455,14706,14706,NA
CIN,Reds,0,1,2,2,0,0,NA,9,38,9,5,5,1,6,4,NA,0,5.30674,1.48646,6.77475,3.80323,1.78131,1.548,0.16986,0.0953567,0.07450342923402786,NA,0.267606,0.292343,0.687366,5.23373,30.900000000000013,3.433333333333335,32,3.5555555555555554,0.0329662,0.0886746,1,999,18,NL,Jared Lyons,805723,sa3020483,sa3020483,NA
MIA,Marlins,3,3,0,68,3,15,NA,68,293,71,35,32,8,50,22,NA,2,4.22976,1.37237,6.61079,2.97252,2.22397,1.05752,0.170183,0.0765221,0.0936608836054802,NA,0.263669,0.298231,0.713073,4.28515,323.20000000000005,4.752941176470589,339,4.985294117647059,0.0316249,0.181648,0,999,20,NL,Tyler Phillips,663969,20629,20629,-5.564529067349806
NA,NA,2,2,0,41,0,0,NA,41,178,39,21,19,5,37,19,NA,2,4.23182,1.40295,8.22534,4.17256,1.97129,1.018,0.210187,0.106624,0.10356290638446808,NA,0.244542,0.293596,0.715913,4.29866,151.50000000000003,3.695121951219513,151,3.682926829268293,0.030328,0.0514978,0,999,-1,NA,Luke Jackson,592426,11752,11752,NA
WSN,Nationals,2,3,0,48,0,4,NA,48,213,47,25,23,6,45,21,NA,3,4.36377,1.41276,8.52283,3.89217,2.18974,1.08632,0.213773,0.0976247,0.11614798754453659,NA,0.249008,0.299603,0.715518,4.28949,193.20000000000005,4.025000000000001,196,4.083333333333333,0.0302134,-0.00303313,0,999,24,NL,Gus Varland,681402,24737,24737,-7.259551309668421
KCR,Royals,2,2,0,45,0,1,NA,45,194,41,23,21,5,42,20,NA,2,4.21493,1.35797,8.34316,3.93188,2.12193,0.98921,0.215004,0.101325,0.11367928981781006,NA,0.24084,0.290999,0.707928,4.17136,186.9,4.153333333333333,182,4.044444444444444,0.0297792,-0.00799933,0,999,7,AL,Steven Cruz,674444,23165,23165,NA
DET,Tigers,1,1,0,18,0,1,NA,18,77,18,9,8,2,14,5,NA,1,3.9445,1.32502,6.85084,2.73929,2.50095,0.94913,0.177519,0.0709806,0.10653865337371826,NA,0.258952,0.297642,0.717715,4.02322,75.80000000000003,4.211111111111112,78,4.333333333333333,0.0296532,-0.00782417,0,999,6,AL,Sean Guenther,674944,20045,20045,NA
BAL,Orioles,3,3,0,45,0,1,NA,45,198,44,23,21,5,42,20,NA,2,4.26811,1.4142,8.37164,3.9731,2.10708,1.0715,0.211101,0.100187,0.11091449111700058,NA,0.248403,0.297789,0.723406,4.29353,179.1,3.98,182,4.044444444444444,0.029172,-0.0435125,0,999,2,AL,Grant Wolfram,664991,21623,21623,NA
BAL,Orioles,2,2,0,32,0,1,NA,32,137,28,16,14,4,34,14,NA,2,4.05755,1.30426,9.62953,3.8523,2.49968,1.06604,0.250034,0.100026,0.15000785887241364,NA,0.231883,0.29254,0.716243,4.03653,138.8,4.3375,132,4.125,0.0290323,-0.0197677,0,999,2,AL,Anthony Nunez,689296,sa3010171,sa3010171,NA
ATL,Braves,1,1,0,18,0,1,NA,18,76,16,9,8,2,20,7,NA,1,4.00303,1.24814,10.1827,3.26153,3.12207,1.14997,0.267337,0.0856281,0.18170882016420364,NA,0.231601,0.295475,0.725299,3.75642,87.00000000000003,4.833333333333335,84,4.666666666666667,0.0289992,0.00159466,0,999,16,NL,Joe Jiménez,641729,15761,15761,NA
NYY,Yankees,1,1,0,34,0,1,NA,34,147,33,17,15,4,28,13,NA,1,4.01748,1.34533,7.29374,3.42919,2.12695,0.929639,0.188035,0.088406,0.09962942451238632,NA,0.247766,0.289096,0.715746,4.11086,134.60000000000002,3.9588235294117653,136,4,0.0265439,-0.0243889,0,999,9,AL,Yerry De los Santos,660787,21420,21420,NA
TOR,Blue Jays,1,1,0,25,0,1,NA,25,106,23,12,11,3,24,8,NA,1,3.88099,1.24058,8.78706,2.80974,3.12735,1.15501,0.23045,0.0736885,0.15676158666610718,NA,0.239975,0.289453,0.730394,3.9547,113.3,4.532,111,4.44,0.025831,-2.48121e-4,0,999,14,AL,Chase Lee,695445,29574,29574,NA
BOS,Red Sox,3,3,0,52,0,7,NA,52,224,53,26,25,6,43,18,NA,2,4.24753,1.36019,7.47343,3.13618,2.38297,1.08495,0.192592,0.0808201,0.11177172511816025,NA,0.258113,0.300183,0.715608,4.21727,227.2,4.369230769230769,236,4.538461538461538,0.0252396,0.0144075,0,999,3,AL,Ryan Watson,670245,sa3015070,sa3015070,NA
CIN,Reds,1,2,2,28,0,1,NA,35,150,37,21,19,6,25,11,NA,2,5.01882,1.36766,6.57231,2.77891,2.36507,1.48136,0.167843,0.0709674,0.09687525779008865,NA,0.266602,0.290643,0.676986,4.95144,103.99999999999999,2.971428571428571,112,3.2,0.0250566,0.0204564,1,999,18,NL,Julian Aguiar,687924,30031,30031,NA
COL,Rockies,2,2,0,30,0,1,NA,30,132,29,16,15,4,29,13,NA,2,4.40768,1.40908,8.83516,3.86172,2.28788,1.14565,0.223042,0.0974883,0.12555360794067383,NA,0.250804,0.304705,0.71808,4.30829,114.4,3.8133333333333335,115,3.8333333333333335,0.0249777,0.0300864,0,999,19,NL,Welinton Herrera,700327,sa3016061,sa3016061,NA
MIN,Twins,2,2,0,42,0,1,NA,42,183,41,21,19,5,38,16,NA,2,4.16027,1.36264,8.19994,3.47531,2.35949,1.06479,0.208793,0.0884907,0.12030182778835297,NA,0.248671,0.296188,0.722381,4.16142,168.70000000000002,4.0166666666666675,171,4.071428571428571,0.0248705,-0.0108281,0,999,8,AL,Kendry Rojas,696070,sa3016746,sa3016746,NA
WSN,Nationals,1,1,3,3,0,0,NA,17,75,18,10,10,3,12,8,NA,1,5.20146,1.52972,6.38328,4.11288,1.55202,1.41918,0.158179,0.101918,0.05626082420349121,NA,0.268541,0.29256,0.694454,5.23421,39.10000000000001,2.3000000000000007,43,2.5294117647058822,0.0247205,0.0754826,1,999,24,NL,Riley Cornelio,683000,sa3020830,sa3020830,NA
KCR,Royals,3,3,0,59,0,11,NA,59,255,61,31,28,8,46,19,NA,2,4.30186,1.35591,7.01028,2.91434,2.40544,1.18973,0.180437,0.0750121,0.10542511940002441,NA,0.261223,0.296031,0.71641,4.39335,252.60000000000005,4.2813559322033905,264,4.47457627118644,0.0246442,0.0114517,0,999,7,AL,Daniel Lynch IV,663738,21537,21537,NA
LAD,Dodgers,3,3,0,55,0,13,NA,55,238,53,30,28,8,52,21,NA,3,4.61566,1.34468,8.53133,3.43403,2.48435,1.38964,0.21908,0.0881841,0.13089603185653687,NA,0.246975,0.289103,0.706507,4.52811,254.8,4.632727272727273,255,4.636363636363637,0.0243537,-0.0890682,0,999,22,NL,Ben Casparius,676508,30085,30085,-6.150309505917359
HOU,Astros,2,2,0,40,0,1,NA,40,169,40,20,18,6,35,11,NA,2,4.15957,1.26007,7.94072,2.43836,3.25659,1.37332,0.208239,0.063944,0.1442951261997223,NA,0.25219,0.289733,0.727492,4.2985,153.2,3.8299999999999996,157,3.925,0.024,-0.0169573,0,999,21,AL,Colton Gordon,676467,31312,31312,NA
TOR,Blue Jays,1,1,0,21,0,0,NA,21,94,20,11,10,3,21,8,NA,0,4.2,1.33333,9,3.6,2.5,1.2,0.223881,0.0895522,0.13432835787534714,NA,0.229508,0.272727,0.697674,4.06847,84.5,4.023809523809524,84,4,0.02359,-0.0253907,0,999,14,AL,Spencer Miles,693686,sa3020475,sa3020475,NA
MIL,Brewers,3,2,0,52,0,6,NA,52,225,47,25,23,6,52,23,NA,2,4.02891,1.35061,9.0019,4.04741,2.22411,1.05189,0.231191,0.103948,0.12724357098340988,NA,0.235198,0.288955,0.732554,4.14194,241.8,4.65,235,4.519230769230769,0.0233439,0.0254661,0,999,23,NL,DL Hall,669084,22207,22207,-4.138164131300967
CHC,Cubs,3,3,0,54,0,11,NA,54,229,48,27,26,8,51,21,NA,3,4.26423,1.28513,8.5407,3.52105,2.42561,1.27269,0.224245,0.0924488,0.13179638981819153,NA,0.235644,0.278385,0.715344,4.39065,250.40000000000003,4.637037037037038,240,4.444444444444445,0.0215453,0.0592564,0,999,17,NL,Jacob Webb,657097,19274,19274,-4.285286594932466
SDP,Padres,0,1,2,2,0,0,NA,9,40,10,5,5,2,6,3,NA,0,4.87048,1.41529,6.23861,2.94432,2.11886,1.541,0.158253,0.0746876,0.0835651084780693,NA,0.270829,0.29077,0.712413,5.06181,19.000000000000007,2.111111111111112,22,2.4444444444444446,0.0213764,0.0485397,1,999,29,NL,Marco Gonzales,594835,15467,15467,NA
TOR,Blue Jays,2,2,0,42,0,1,NA,42,180,37,20,18,5,44,17,NA,2,3.93183,1.29205,9.42428,3.72498,2.53002,1.15978,0.244216,0.0965273,0.1476888433098793,NA,0.22991,0.28344,0.739006,4.1206,188.10000000000002,4.4785714285714295,180,4.285714285714286,0.0206223,0.00418827,0,999,14,AL,Mason Fluharty,689254,31553,31553,NA
WSN,Nationals,2,3,0,46,0,1,NA,46,200,45,24,22,6,41,17,NA,1,4.37048,1.36615,8.11024,3.40836,2.37952,1.24542,0.20738,0.0871523,0.12022805213928223,NA,0.25084,0.293081,0.72016,4.35814,181.60000000000002,3.947826086956522,184,4,0.0197875,-0.025567200000000002,0,999,24,NL,Paxton Schultz,687606,25501,25501,-6.378358143559863
NYM,Mets,1,1,0,36,0,1,NA,36,155,31,17,16,4,38,17,NA,1,3.96132,1.34733,9.47656,4.32938,2.1889,1.07037,0.245208,0.112024,0.13318457454442978,NA,0.228893,0.286038,0.73721,4.10362,162.60000000000005,4.516666666666668,154,4.277777777777778,0.0196937,0.011152,0,999,25,NL,Dylan Ross,697811,sa3025659,sa3025659,-6.096421766746
MIN,Twins,1,1,0,14,0,1,NA,14,59,14,7,6,2,12,4,NA,0,4.0229799999999996,1.28039,7.48517,2.42916,3.08138,1.076,0.195827,0.0635519,0.13227546215057373,NA,0.256268,0.297787,0.714443,3.93787,58.6,4.185714285714286,60,4.285714285714286,0.0189572,-0.00361367,0,999,8,AL,Andrew Morris,702193,sa3020569,sa3020569,NA
ATL,Braves,1,1,0,22,0,1,NA,22,94,21,10,10,3,21,7,NA,1,3.93584,1.28779,8.70859,2.94985,2.95221,1.10228,0.226993,0.0768893,0.15010413527488708,NA,0.246362,0.29841,0.730528,3.88994,93.30000000000001,4.240909090909091,93,4.2272727272727275,0.0174752,0.032437,0,999,16,NL,José Suarez,660761,19911,19911,NA
NYM,Mets,3,3,0,46,0,1,NA,46,198,44,24,22,6,42,17,NA,3,4.28162,1.32172,8.14923,3.35288,2.43052,1.19728,0.210717,0.0866964,0.12402088940143585,NA,0.245637,0.288836,0.712359,4.35246,180.20000000000002,3.9173913043478263,180,3.9130434782608696,0.0172594,-0.0576803,0,999,25,NL,Austin Warren,681810,24937,24937,-5.061166682940165
LAA,Angels,3,4,0,52,0,6,NA,52,223,46,27,25,7,54,24,NA,2,4.36969,1.35841,9.30849,4.23543,2.19777,1.26942,0.241079,0.109693,0.13138651102781296,NA,0.234687,0.286376,0.722697,4.42189,233.10000000000005,4.482692307692309,223,4.288461538461538,0.0171533,-0.0354915,0,999,1,AL,José Fermin,820862,33908,33908,NA
TEX,Rangers,1,1,0,22,0,1,NA,22,96,18,11,10,2,27,12,NA,2,4.04709,1.3599,10.8535,4.91293,2.20918,0.994401,0.27542,0.124671,0.1507496014237404,NA,0.217223,0.289405,0.721907,4.05318,107.40000000000002,4.881818181818183,100,4.545454545454546,0.0168402,-0.0123085,0,999,13,AL,Michel Otañez,671305,22533,22533,NA
SEA,Mariners,0,1,2,2,0,0,NA,9,40,11,5,5,2,5,2,NA,0,4.98754,1.39961,4.56635,2.04936,2.22818,1.51117,0.116159,0.0521319,0.06402754783630371,NA,0.285742,0.293053,0.687532,5.10302,17.400000000000006,1.933333333333334,23,2.5555555555555554,0.0167139,0.0164444,1,999,11,AL,Casey Lawrence,596271,11121,11121,NA
ATH,Athletics,2,2,0,42,0,1,NA,42,183,38,22,20,5,41,20,NA,3,4.31096,1.38765,8.80713,4.3779,2.01172,1.0136,0.224517,0.111604,0.11291275173425674,NA,0.23676,0.290429,0.711135,4.29832,167.5,3.988095238095238,162,3.857142857142857,0.0161785,-0.0240733,0,999,10,AL,Tyler Ferguson,621053,19481,19481,NA
ATL,Braves,1,1,0,20,0,1,NA,20,88,18,9,9,2,21,9,NA,3,3.95516,1.31907,9.59597,3.92462,2.44507,0.80786500000000006,0.243336,0.0995212,0.14381522685289383,NA,0.232065,0.29945,0.709406,3.89974,86.60000000000001,4.33,84,4.2,0.015231,0.0322998,0,999,16,NL,Danny Young,664849,18439,18439,NA
MIL,Brewers,3,2,0,42,0,1,NA,42,180,36,20,19,5,44,19,NA,3,4.00674,1.31658,9.33032,4.06119,2.29744,1.02357,0.241482,0.10511,0.1363728791475296,NA,0.229556,0.286962,0.720727,4.11055,181.70000000000002,4.326190476190477,171,4.071428571428571,0.0151756,0.0264961,0,999,23,NL,Craig Yoho,684974,33248,33248,-3.939241164951161
CLE,Guardians,2,2,0,42,0,1,NA,42,182,39,20,19,5,41,18,NA,3,4.01673,1.34524,8.68749,3.80503,2.28316,0.991223,0.222215,0.097328,0.12488726526498795,NA,0.239439,0.2925,0.721169,4.11025,170.9,4.069047619047619,168,4,0.0150957,0.00470779,0,999,5,AL,Colin Holderman,670059,22361,22361,NA
LAA,Angels,2,3,0,40,0,1,NA,40,170,35,21,19,6,41,18,NA,2,4.38586,1.34066,9.17855,4.07974,2.24979,1.30771,0.239931,0.106646,0.1332852616906166,NA,0.237251,0.288174,0.716723,4.51551,157.2,3.9299999999999997,148,3.7,0.0149164,-0.0343888,0,999,1,AL,Nick Sandlin,680704,20517,20517,NA
CLE,Guardians,1,1,0,18,0,1,NA,18,78,17,9,8,2,18,8,NA,1,4.23831,1.35666,8.83989,3.92057,2.25475,1.1341,0.227353,0.100833,0.12652023881673813,NA,0.239271,0.290036,0.722066,4.22135,77.40000000000002,4.300000000000001,77,4.277777777777778,0.0148052,-0.0111536,0,999,5,AL,Carlos Hernández,672578,22713,22713,NA
CLE,Guardians,2,1,0,22,0,1,NA,22,95,20,10,10,3,24,10,NA,1,3.9853,1.33148,9.64878,3.93438,2.45243,1.09728,0.247185,0.100792,0.14639334380626678,NA,0.232939,0.291991,0.739661,4.06953,92.9,4.222727272727273,90,4.090909090909091,0.0142611,0.0175931,0,999,5,AL,Franco Aleman,680916,sa3018178,sa3018178,NA
TOR,Blue Jays,2,2,0,36,0,1,NA,36,154,32,18,16,5,36,16,NA,2,4.07979,1.3273,9.00108,4.03355,2.23155,1.15161,0.233666,0.10471,0.12895561754703522,NA,0.232896,0.283816,0.728313,4.31448,143.70000000000005,3.991666666666668,137,3.8055555555555554,0.013833,-0.0227585,0,999,14,AL,Yariel Rodríguez,684320,33838,33838,NA
LAD,Dodgers,2,2,0,40,0,1,NA,40,175,36,21,20,5,42,19,NA,3,4.41425,1.37408,9.48228,4.32577,2.19204,1.18815,0.240403,0.109671,0.13073234260082245,NA,0.232954,0.287367,0.710077,4.38614,162.9,4.0725,157,3.925,0.0131409,-0.0294037,0,999,22,NL,Edgardo Henriquez,683618,26944,26944,-6.695572786667941
DET,Tigers,1,1,0,21,0,1,NA,21,92,21,10,9,2,18,8,NA,1,3.92904,1.35839,7.57439,3.37823,2.24212,0.864966,0.193052,0.0861025,0.10694949328899384,NA,0.250976,0.297712,0.722119,4.02919,89.20000000000002,4.2476190476190485,92,4.380952380952381,0.0128704,0.00623418,0,999,6,AL,Drew Sommers,805427,32026,32026,NA
MIL,Brewers,1,1,0,10,0,1,NA,10,42,10,5,5,1,9,3,NA,0,4.07381,1.27219,7.74237,2.77953,2.78549,1.14302,0.202477,0.0726897,0.12978694587945938,NA,0.247559,0.287985,0.713193,4.13754,48.7,4.87,50,5,0.0126611,-0.00103181,0,999,23,NL,Sammy Peralta,671111,25589,25589,NA
